"spider_id","moult_date","pre_size_mm","post_size_mm","notes","pre_dls","post_dls","photo_path","photo_filename"
"sp_2026050915312031","2026-05-09",NA,NA,NA,2,2,"moult_photos/sp_2026050915312031_20260509_160013.jpeg",NA
